odid	display_name	release_date	release_pattern	distributor	movie_url	production_year	running_time	sequel	opening_weekend_revenue	opening_weekend_theaters	maximum_theaters	theatrical_engagements	domestic_dvd_units	domestic_dvd_spending	domestic_bluray_units	domestic_bluray_spending	creative_type	source	production_method	genre	production_budget	domestic_box_office	international_box_office	inflation_adjusted_domestic_box_	franchise	video_rental_spending	rating	reason	production_company1	production_company2	production_company3	imdbid	movieId	imdb_moviemeter	imdb_rating	imdb_votes
14150100	Hitman	2007-11-21	Wide	20th Century Fox	Hitman	2007		0	13180769	2458	2468	10197	1729353	34120670			Contemporary Fiction	Original Screenplay	Live Action	Action	17500000	39687694	59447877	48606495	Hitman: Agent 47		R	for strong bloody violence, language and some sexuality/nudity				465494	56156	998	6.2	54875
14200100	The Texas Chainsaw Massacre: The Beginning	2006-10-06	Wide	New Line	Texas-Chainsaw-Massacre-The-Beginning-The	2006		1	18508228	2820	2820	11268	1386260	29593829			Historical Fiction	Remake	Live Action	Horror	16000000	39517763	11000000	50860264	Texas Chainsaw Massacre		R	for strong horror violence/gore, language and some sexual content				420294	48518	3406	5.8	20303
14240100	Body of Lies	2008-10-10	Wide	Warner Bros.	Body-of-Lies	2008	128	0	12884416	2710	2714	11322	1328052	23033447			Contemporary Fiction	Based on Fiction Book/Short Story	Live Action	Thriller/Suspense	67500000	39394666	69000000	46249096			R	for strong violence including some torture, and for language throughout.	Warner Bros.			758774	62374	473	7.2	54493
14290100	Lakeview Terrace	2008-09-19	Wide	Sony Pictures	Lakeview-Terrace	2008		0	15004672	2464	2574	11566	1337755	22277161			Contemporary Fiction	Original Screenplay	Live Action	Thriller/Suspense	20000000	39263506	5557793	46099067			PG-13	for intense thematic material, violence, sexuality, language and some drug references.	Overbrook Entertainment			947802	61705	2163	6.3	18660
14360100	The Grudge 2	2006-10-13	Wide	Sony Pictures	Grudge-2-The	2006		1	20825300	3211	3214	11578	871130	14668569			Contemporary Fiction	Remake	Live Action	Horror	20000000	39143839	31600000	50379012	Grudge		PG-13	for mature thematic material, disturbing images/terror/violence, and some sensuality				433386	48591	2602	4.6	16127
14420100	Fracture	2007-04-20	Wide	New Line	Fracture	2007		0	11014657	2443	2443	13517	1247203	22352497			Contemporary Fiction	Original Screenplay	Live Action	Thriller/Suspense	0	39004700	50200000	47792089		239582	R	for language and some violent content	Castle Rock Entertainment			488120	52604	1394	7.1	43917
14500100	Stardust	2007-08-10	Wide	Paramount Pictures	Stardust	2007	128	0	9169779	2540	2565	13205	1581843	27144245			Fantasy	Based on Fiction Book/Short Story	Live Action	Adventure	70000000	38373235	98387307	47018367			PG-13	for some fantasy violence and risque humor	Matthew Vaughn	Lorenzo di Bonaventura		486655	54259	544	7.9	88400
14570100	Gridiron Gang	2006-09-15	Wide	Sony Pictures	Gridiron-Gang	2006		0	14414630	3504	3510	13849	2793631	39284863			Dramatization	Based on Real Life Events	Live Action	Drama	30000000	38432823	3025011	49463919			PG-13	for some startling scenes of violence, mature thematic material and language				421206	48161	4386	6.8	12441
14590100	Last Holiday	2006-01-13	Wide	Paramount Pictures	Last-Holiday	2006		0	12806188	2514	2514	10843	1800229	30434196			Contemporary Fiction	Remake	Live Action	Comedy	45000000	38399961	4943286	49421625			PG-13	for some sexual references				408985	42732	5361	6.3	8093
14650100	Meet the Spartans	2008-01-25	Wide	20th Century Fox	Meet-the-Spartans	2008		0	18505530	2605	2643	10672	909438	16977205			Historical Fiction	Original Screenplay	Live Action	Comedy	30000000	38233676	46413155	44889961			PG-13	for crude and sexual content thoughout, language and some comic violence				1073498	57532	774	2.4	47597
14760100	Harold & Kumar Escape from Guantanamo Bay	2008-04-25	Wide	Warner Bros.	Harold-and-Kumar-Escape-from-Guantanamo-Bay	2008		1	14908404	2510	2545	10793	1480825	30336913			Contemporary Fiction	Original Screenplay	Live Action	Comedy	12000000	38108728	5244389	44743253	Harold & Kumar		R	for strong crude and sexual content, graphic nudity, pervasive language and drug use.				1041753				
14860100	First Sunday	2008-01-11	Wide	Sony Pictures	First-Sunday	2008		0	17714821	2213	2213	7786	1358420	22753144			Contemporary Fiction	Original Screenplay	Live Action	Comedy	0	37931869	181539	44535606			PG-13	for language, some sexual humor, and brief drug references				486578	57522	5903	3.5	5025
14980100	The Secret Life of Bees	2008-10-17	Wide	Fox Searchlight	Secret-Life-of-Bees-The	2008	110	0	10527799	1591	1630	10577	1086078	17389194			Historical Fiction	Based on Fiction Book/Short Story	Live Action	Drama	11000000	37770162	2213861	44345079			PG-13	for thematic material and some violence	Overbrook Entertainment	Donners' Company		416212	62553	2112	7	7152
15040100	The Nativity Story	2006-12-01	Wide	New Line	Nativity-Story-The	2006		0	7849304	3083	3083	12934	1656007	26394827			Dramatization	Based on Religious Text	Live Action	Drama	35000000	37629831	8679813	48346901			PG	for some violent content				762121	49524	8911	6.6	4713
15130100	Man of the Year	2006-10-13	Wide	Universal	Man-of-the-Year	2006		0	12299380	2515	2626	12275	1490233	25160981			Contemporary Fiction	Original Screenplay	Live Action	Comedy	20000000	37442180	3900000	48188940			PG-13	for language including some crude sexual references, drug related material, and brief violence.				483726	48593	4538	6.2	16246
15160100	The Wild	2006-04-14	Wide	Walt Disney	Wild-The	2006	82	0	9684809	2854	2854	14057	2347682	43205003			Contemporary Fiction	Original Screenplay	Digital Animation	Adventure	80000000	37384046	61626621	48114115			G		Walt Disney Pictures			405469	45074	4013	5.4	8536
15230100	The Family That Preys	2008-09-12	Wide	Lionsgate	Family-That-Preys-The	2008		0	17381218	2070	2070	7541	1574767	28733770			Contemporary Fiction	Original Screenplay	Live Action	Comedy	0	37105289	0	43565127			PG-13	for thematic material, sexual references and brief violence				1142798	62726	6105	3.7	3363
15290100	State of Play	2009-04-17	Wide	Universal	State-of-Play	2009	127	0	14071280	2803	2807	11494	1113718	17063544	104906	2643780	Contemporary Fiction	Based on TV	Live Action	Thriller/Suspense	60000000	37017955	51814255	41608179		18593975	PG-13	for some violence, language including sexual references, and brief drug content	Universal Pictures	Working Title Films		473705	68159		7.1	102989
15360100	Notorious	2009-01-16	Wide	Fox Searchlight	Notorious-(2009)	2009	122	0	20497596	1638	1641	5126	1371711	29697235			Dramatization	Based on Real Life Events	Live Action	Drama	19000000	36843682	8161469	41412299			R	for pervasive language, some strong sexuality including dialogue, nudity, and for drug content	Fox Searchlight Pictures	Voletta Wallace Films	By Storm Films	472198	65810		6.6	24506
15390100	The Brave One	2007-09-14	Wide	Warner Bros.	Brave-One-The	2007	122	0	13471488	2755	2837	12969	961636	17836254			Contemporary Fiction	Original Screenplay	Live Action	Drama	0	36793804	32998900	45083100			R	for strong violence, language, and some sexuality	Village Roadshow Productions	Silver Pictures	Warner Bros.	476964	55080	1191	6.9	29323
15400100	The Heartbreak Kid	2007-10-05	Wide	Paramount Pictures	Heartbreak-Kid-The-(2007)	2007	116	0	14022105	3229	3233	12471	718989	12912091			Contemporary Fiction	Remake	Live Action	Romantic Comedy	0	36787257	90981533	45075084			R	for strong sexual content, crude humor, language, and a scene of drug use involving a minor	Radar Pictures	Davis Entertainment	Conundrum Entertainment	408839	55261	1213	5.9	31798
15510100	Freedom Writers	2007-01-05	Wide	Paramount Pictures	Freedom-Writers	2007		0	9405582	1360	2286	11828	1169993	20632006			Dramatization	Based on Fiction Book/Short Story	Live Action	Drama	21000000	36605602	7027007	44852498			PG-13	for violent content, some thematic material and language	MTV Films	Double Feature Films	Jersey Films	463998	49910	1706	7.5	18219
15520100	Accepted	2006-08-18	Wide	Universal	Accepted	2006	93	0	10023835	2914	2917	14276	2240144	38039328			Contemporary Fiction	Original Screenplay	Live Action	Comedy	0	36323505	1734720	46749180			PG-13	for language, sexual material and drug content	Universal Pictures			384793	47518	1135	6.4	27446
15620100	Death Race	2008-08-22	Wide	Universal	Death-Race	2008		0	12621090	2532	2586	11977	1416922	27682982			Science Fiction	Remake	Live Action	Action	65000000	36097530	36200787	42638459	Death Race		R	for strong violence and language.	Relativity Media			452608	61248	793	6.6	41004
15670100	The Sentinel	2006-04-21	Wide	20th Century Fox	Sentinel-The	2006		0	14367854	2822	2851	11071	1211607	21133032			Contemporary Fiction	Based on Fiction Book/Short Story	Live Action	Thriller/Suspense	60000000	36280697	41800000	46694082			PG-13	for some intense action violence and a scene of sensuality				443632	45062	2713	6.1	23661
15820100	The Pink Panther 2	2009-02-06	Wide	Sony Pictures	Pink-Panther-2-The	2009		1	11588150	3243	3245	13132	469549	7948374			Contemporary Fiction		Live Action	Comedy	0	35922978	34100000	40377424	Pink Panther	417146	PG	for some suggestive humor, brief mild language and action				838232	66798		5.5	27298
15920100	Smokin' Aces	2007-01-26	Wide	Universal	Smokin-Aces	2007	107	0	14638755	2218	2219	8354	2106111	35912967			Contemporary Fiction	Original Screenplay	Live Action	Comedy	17000000	35662731	21600709	43697208			R	for strong bloody violence, pervasive language, some nudity and drug use	Working Title Films			475394	50794	532	6.6	57619
15990100	Cloudy with a Chance of Meatballs	2009-09-18	Wide	Sony Pictures	Cloudy-with-a-Chance-of-Meatballs	2009	90	0	30304648	3119	3119	23129	4163932	51931390	525927	10052388	Kids Fiction	Based on Fiction Book/Short Story	Digital Animation	Comedy	100000000	124870275	111957402	140320553	Cloudy with a Chance of Meatballs	37331933	PG	For brief mild language	Columbia Pictures	Sony Pictures Animation		844471	71264		7	118292
16040100	The Messengers	2007-02-02	Wide	Sony Pictures	Messengers-The	2007		0	14713321	2528	2529	10156	999680	16269253			Fantasy	Original Screenplay	Live Action	Horror	16000000	35374833	18400000	43344447			PG-13	for mature thematic material, disturbing violence and terror				425430	50800	2508	5.2	14122
16120100	The Number 23	2007-02-23	Wide	New Line	Number-23-The	2007	95	0	14602867	2759	2759	10713	1532679	27797551			Contemporary Fiction	Original Screenplay	Live Action	Thriller/Suspense	32000000	35193167	42400000	43121853			R	for violence, disturbing images, sexuality and language	Contrafilm	Firm Films		481369	51086	1212	6.2	59555
16150100	Star Wars: The Clone Wars	2008-08-15	Wide	Warner Bros.	Star-Wars-The-Clone-Wars	2008	98	1	14611273	3452	3452	14057	1651194	27497495			Science Fiction	Original Screenplay	Digital Animation	Adventure	8500000	35161554	33533889	41282991	Star Wars		PG	for sci-fi action violence throughout, brief language and momentary smoking.	Lucasfilm			1185834	61160	1470	5.4	17682
16190100	Deck the Halls	2006-11-22	Wide	20th Century Fox	Deck-the-Halls	2006		0	12001256	3205	3205	12713	1514437	29044409			Contemporary Fiction	Original Screenplay	Live Action	Comedy	51000000	35093569	11722238	45145255			PG	for some crude and suggestive humor, and for language.				790604	49282	5707	4.5	5289
16220100	Good Luck Chuck	2007-09-21	Wide	Lionsgate	Good-Luck-Chuck	2007		0	13652001	2612	2612	11140	1552697	26509944			Contemporary Fiction	Original Screenplay	Live Action	Romantic Comedy	25000000	35017297	24166524	42906365			R	for sequences of strong sexual content including crude dialogue, nudity, language and some drug use				452625	55245	1118	5.6	29221
16320100	Take the Lead	2006-04-07	Wide	New Line	Take-the-Lead	2006		0	12051277	3009	3009	11493	1395706	21195641			Dramatization	Based on Real Life Events	Live Action	Drama	30000000	34742066	30648427	44713833			PG-13	for thematic material, language and some violence				446046	44613	3743	6.5	10058
16570100	Babel	2006-10-27	Wide	Paramount Vantage	Babel	2006	143	0	389351	7	1251	10339	1798170	31475498			Contemporary Fiction	Original Screenplay	Live Action	Drama	20000000	34302837	97818375	43254785			R	for violence, some graphic nudity, sexual content, language and some drug use	Anonymous Content	Una Produccion De Zeta Film	Central Films	449467	46723	913	7.6	95658
16690100	Snakes on a Plane	2006-08-18	Wide	New Line	Snakes-on-a-Plane	2006	106	0	15206301	3555	3555	11912	2153905	31362700			Contemporary Fiction	Original Screenplay	Live Action	Thriller/Suspense	33000000	34020814	28000000	43785563			R	for language, a scene of sexuality and drug use, and intense sequences of terror and violence	Mutual Film Company			417148	46965	2103	6	66058
16720100	She's the Man	2006-03-17	Wide	Paramount Pictures	Shes-the-Man	2006	105	0	10730372	2623	2631	12366	2051850	33648752			Contemporary Fiction	Based on Play	Live Action	Romantic Comedy	25000000	33687630	21390449	43356746			PG-13	for some sexual material	Donners' Company			454945	44193	1017	6.4	26675
16830100	Flags of Our Fathers	2006-10-20	Wide	Paramount Pictures	Flags-of-Our-Fathers	2006	132	0	10245190	1876	2375	10161	2586010	45136320			Historical Fiction	Based on Fiction Book/Short Story	Live Action	Drama	53000000	33602376	30055565	43247021			R	for sequences of graphic war violence and carnage, and for language.	Malpaso Productions	DreamWorks Pictures	Amblin Entertainment	418689	48783	1771	7.2	43007
16900100	Semi-Pro	2008-02-29	Wide	New Line	Semi-Pro	2008	91	0	15075114	3121	3121	10531	1466391	27132091			Historical Fiction	Original Screenplay	Live Action	Comedy	55000000	33479698	10500665	39308340			R	for language and some sexual content.	Mosaic Media			839980	58156	2083	5.7	26215
17000100	Mr. Bean's Holiday	2007-08-24	Wide	Universal	Mr-Beans-Holiday	2007		1	9889780	1714	1778	10868	1506997	28542409			Contemporary Fiction	Based on TV	Live Action	Comedy	25000000	32589350	201679175	39931426	Bean		G	(edited version, originally rated PG)				453451	52694	2708	6	29104
17120100	Zodiac	2007-03-02	Wide	Paramount Pictures	Zodiac	2007	158	0	13395610	2362	2379	8700	1134685	21139119			Dramatization	Based on Fiction Book/Short Story	Live Action	Thriller/Suspense	85000000	33080084	50000000	40532713			R	for some strong killings, language, drug material and brief sexual images.	Phoenix Pictures			443706	51540	600	7.8	95584
17130100	Breach	2007-02-16	Wide	Universal	Breach	2007		0	10504990	1489	1505	8067	1990262	31703324			Dramatization	Based on Real Life Events	Live Action	Thriller/Suspense	0	33000880	1457899	40435667			PG-13	for violence, sexual content and language				401997	51080	2154	7.2	27917
17240100	Balls of Fury	2007-08-29	Wide	Focus Features	Balls-of-Fury	2007		0	11352123	3052	3081	12380	994504	19180803			Contemporary Fiction	Original Screenplay	Live Action	Comedy	0	32886940	7991682	40296058			PG-13	for crude and sex-related humor, and for language.	Spyglass Entertainment			424823	54732	1853	5.2	19224
17270100	Drillbit Taylor	2008-03-21	Wide	Paramount Pictures	Drillbit-Taylor	2008	102	0	10309986	3056	3061	14576	811825	14890910			Contemporary Fiction	Original Screenplay	Live Action	Comedy	40000000	32862104	16824159	38583225			PG-13	for crude sexual references throughout, strong bullying, language, drug references and partial nudity.	Paramount Pictures	Apatow Productions	Roth Productions	817538	58655	2387	5.9	19545
17320100	The Last House on the Left	2009-03-13	Wide	Universal	Last-House-on-the-Left-The	2009		0	14118685	2401	2402	9851	1194631	20597258	102682	2539954	Contemporary Fiction	Remake	Live Action	Horror	15000000	32752215	12730721	36813490		8266991	R	for sadistic brutal violence including a rape and disturbing images, language, nudity and some drug use				844708	68941		6.6	57099
17590100	Definitely, Maybe	2008-02-14	Wide	Universal	Definitely-Maybe	2008	111	0	9764270	2204	2220	9625	836885	13492298			Contemporary Fiction	Original Screenplay	Live Action	Romantic Comedy	7000000	31973840	23376217	37854746			PG-13	for sexual content, including some frank dialogue, language and smoking	Working Title Films			832266	58047	884	7.3	34158
17610100	The Love Guru	2008-06-20	Wide	Paramount Pictures	Love-Guru-The	2008		0	13907130	3012	3012	10222	544808	9552426			Contemporary Fiction	Original Screenplay	Live Action	Comedy	62000000	32200122	7923224	37847876			PG-13	for crude and sexual content throughout, language, some comic violence and drug references.				811138	58315	1686	3.8	22100
17690100	Mr. Magorium's Wonder Emporium	2007-11-16	Wide	20th Century Fox	Mr-Magoriums-Wonder-Emporium	2007	96	0	9630085	3164	3168	14860	1543974	24887422			Fantasy	Original Screenplay	Live Action	Comedy	0	32061555	36130088	39235353			G		Mandate Pictures	Walden Media		457419	55999	2953	6.2	12301
17740100	Earth	2009-04-22	Wide	Walt Disney	Earth-(2008)	2009	99	0	8825760	1804	1804	8694	1063886	19041252	168612	4221899	Factual	Based on TV	Live Action	Documentary	15000000	32011576	77000000	35981010		4089226	G		BBC Worldwide	Greenlight Media	BBC Natural History Unit	1757737				
